,LanguageCode,SKU,Text,Title
39970,en,GS223G004-917,"the design is fantastic and we were looking forward to this. The sizing is far too small and the colour is brown not army green. My child is skinny 9 yr and I ordered a 11/12
It is a very light jacket for  warm spring / summer rainy days",very disappointed
40010,en,ZA821C06L-502,Love this dress it is very flattering and looks more expensive than it is.  I think the ony downside is going to be ironing the pleats but still a great dress,Great dress
40255,en,A1822D030-503,Excellent quality material and well fitted.  Will certainly be buying more Antony Morato.,Superb t-shirt
41612,en,GD221I006-202,"Very fine and pretty knit. Not fitted and not baggy. Unusual colour combination, without being lurid. Lovely!",Very attractive and good quality
42006,en,AD115A008-302,Fantastic!! Great quality and very comfy,Red woman's gazelles!!!
42041,en,TH341B0B0-404,love the colour. fits well-i like the way the hood can be adjusted to stay on and not flop to far over the face. not very warm but i guess you need a lot of layers underneath. yet to find out if its 100% waterproof.,windwall-windbreaker
42101,en,D1721A00Q-511,smaller than you think. they make your legs look funny and they did not fit me properly either.,not good
42253,en,CA522G02A-710,Very beautiful. Five star. Recommend.,Feedback
42269,en,B5222L00B-502,"girlfiriend bought me these last week, and though I normally go for something a bit longer the length on these is spot on. Also dry very quick when out of water.",looks good
42667,en,SO223E00C-952,"I love top.  It's flattering on and goes with lots of things - shorts, jeans and skirts.  The little capped sleeves are a nice touch as is the lower back hem which sits nicely.  The quality is good and the stitching is even so the hems match and there is no twisting.",Flattering and Stylish
43074,en,C6311C001-909,"I loved these shoes as soon as I saw them and I longed for them, saved up for them, bought them... got them home and... too small!  I have a size 4.5 normally... so I ordered a size 5.... they are more like a size 3... very narrow and incredibly small.  The zipper isn't that good either, being very difficult to pull down and back up again.  Honestly, I still love them, am waiting on a larger size being delivered but ... for the money they cost, the quality really lets them down... the only reason I am still having them is because they are so flipping cool!",Baby in name and in size!
43211,en,G5211B002-002,"Not very comfortable toe post, but lovely looking pool shoes, can't wait to wear them in Croatia!",Beautiful pool shoes
43357,en,GA111B0BG-Q11,"Very comfortable, 4 reflects the real size",Great shoes
43430,en,L8122G001-504,"This is a great jacket. Sizing on this medium 'continental' version is slimmer than the standard UK 'medium' Slam summer sailing jacket which I find much too baggy. The quality is excellent including the zip-a critical factor on sailing jackets exposed to salt water. There is a hidden zip in lining to access the front and L sleeve for embroidery.
Water beads straight off the jacket at least whilst its new.",Slam summer sailing jacket
44327,en,P3121D002-704,"Cannot review this item as I never received it !!!
poor service I'm afraid",would like to have recieved it !!
44478,en,B9721A007-917,"This was my first time buying BamBam leggings and I wasn't sure of the quality but was really impressed when these arrived! I'd say the quality is on a par with BlackMilk (if not better) but much cheaper. I ordered the size 8 which fit just like a small from BlackMilk. Love the design too, so pretty!",Perfect!
44876,en,D5521K003-601,Looks great. Doesn't dig in like some other tops do. Flattering style. Stretchy so great for sports.,Perfect top
45285,en,PA116A00B-704,"I bought this pair of shoes for my 4 y old daughter. She is now size 10,5K so I bought size 11K. They are slightly bigger but she feels comfortable and likes them. They will last her for good 1 year or longer.
They are def good quality. Thank you Zalando for good delivery.",very good quality shoes
45672,en,TR521L01A-802,"I received my Triumph Exquisite swimsuit, which I like very much.  However, I ordered a size 12 UK and received a size 14. I shall keep the size 14, but this does not give me great confidence for orderi",Triumph Swimsuit
45702,en,C9821C05P-Q11,Great quality and perfect fit,Elegant dress
45718,en,VK121I01T-K11,I love it,Colourful cardigan
46330,en,GU151A091-502,Very poor handle has came off already.. on second use.,not impressd
46598,en,KO121C07R-J11,"Very disappointed with this dress - it's advertised on the website as 100% SILK but it's not, it says on dress label it's a silk mix. Beautiful colour but I only bought it as I thought it was pure silk so it went straight back. You need to check the garment label and amend the description.....",Not silk - description is incorrect
46763,en,RG851E00A-Q11,Feel comfortable wearing this.,Comfortable and multifunctional
46825,en,S2921C05F-556,"This is as lovely in reality as it looks in the picture.  The colour is fantastic.  

I currently fit into a Size 16 dress in Hobbs and an 18 top and 16 bottom in M&S, so I ordered an 18.  Couldn't do up the zip, so those Euro sizes are not translating directly to UK ones.  I kept it - it was too beautiful not to and is now an incentive/project.",Dress is lovely - Size is small
46928,en,WA872A004-917,"Wall stickers are fantastic, brilliant quality, packaged well (bit excessive packaging by zalando). Looks great on the wall!",Great Wall stickers
47007,en,NI111A05D-A16,Excellent!  I already have a pair which I love hence buying a further one!,"Excellent product, excellent Service!"
47606,en,WH312A00K-704,"First time I've bought anything off of Zalando and I've been very impressed. Arrived in the post quickly and shoes are great - Ohw? shoes are really light and not particularly snug (I'm a big size 8) but that's cool as every other pair of shoes I own crush my feet. I have invested in a bottle of expensive spray to ensure the nubuck doesn't get ruined, fingers crossed they stay looking as nice as they currently are.",Excellent shoes!
47709,en,HE571B009-402,"The towel is fine apart from the fact that for £21 we expected a thicker, better quality towel. There were many other variants of HK towels available and we went fore this one because it was more expensive, but I'm not sure that it was worth the extra money.",Should be better quality for this price
48293,en,RO541B06F-402,"Excellent price and speedy delivery, quality product.",ski jacket
48675,en,PW222F00N-502,"I like this shirt very much - so much so, in fact, that I have now bought it in both colours.  It is a 'tailored' fit, so quite snug for the size indication.  That suits me, but don't be tempted to scale down a size.

The quality seems very good - as it should be for this price -  and I particularly like the extra buttons towards the top.  These mean it is easy to have the collar open by just the right amount - no more big decisions about whether to undo one button, or two.",Snug but smart.
48680,en,AD541B1DN-802,Really nice and comfortable.i am happy with that item.,Spot on!
49397,en,ON321D09A-502,"I was surprised at the fabric of this vest, it looks more expensive than it looks in the photos and feels very comfortable when on. Only thing is it is slightly more sheer than the photos show.",Nice little surprise
50087,en,MU641B00Y-303,"My order was taking longer than expected, so I contacted Custoner Services and was informed that my order had gone abroad! However, for the inconvenience, I was promised a 20% discount.  The delivery came the next day, which is what I was told.  Quality clothing at reduced prices.  Pleased with the service even though I had to wait nearly 2 weeks!",Good customer service.
50495,en,BO122F02N-101,Excellent quality as expected from Hugo Boss,BOSS Orange EDDAIE - Shirt - grey
50526,en,RE541B0L7-802,I strugfgle to find descent sports tops which are a bit different.  This one is different with tie at back.  Ordered a M as S sold out but as I wear different colour sports bra underneath it didn't matter.,Love it
51039,en,TO121A01X-802,Very comfortable to wear and high quality jeans.Perfect sizing.,Ms.
51280,en,M4622G025-603,"Absolutely love this jacket. Good colour, lovely soft leather, nice fit.
Only one small negative, when I tried the jacket on and slipped my hands into the side pockets my fingers went right through, on one side, as the pocket lining had not been stitched properly. It was not worth sending back for such a small defect, which does not show, I'll try to stitch it myself. It seems nearly impossible now to buy anything which does not have some fault, no matter how much you pay. I'd still rate this jacket 100%",Milestone MARCUS - Leather jacket - green
